gran,n_b,m_b,work,aspect,cost_A_outer_s,cost_B_outer_s,flip,orientation_speedup
medium,421,206,86726,2.0436893203883497,1055.04,1055.04,False,1.0
medium,421,200,84200,2.105,1055.04,1055.04,False,1.0
medium,421,202,85042,2.0841584158415842,1055.04,1055.04,False,1.0
medium,421,197,82937,2.1370558375634516,1055.04,1055.04,False,1.0
medium,421,201,84621,2.0945273631840795,1055.04,1055.04,False,1.0
medium,421,208,87568,2.0240384615384617,1055.04,1055.04,False,1.0
medium,421,201,84621,2.0945273631840795,1055.04,1055.04,False,1.0
medium,421,197,82937,2.1370558375634516,1055.04,1055.04,False,1.0
medium,421,202,85042,2.0841584158415842,1055.04,1055.04,False,1.0
medium,421,210,88410,2.0047619047619047,1055.04,1055.04,False,1.0
medium,421,208,87568,2.0240384615384617,1055.04,1055.04,False,1.0
medium,420,209,87780,2.0095693779904304,1055.04,1055.04,False,1.0
medium,420,204,85680,2.0588235294117645,1055.04,1055.04,False,1.0
medium,420,201,84420,2.08955223880597,1055.04,1055.04,False,1.0
medium,420,197,82740,2.1319796954314723,1055.04,1055.04,False,1.0
medium,420,197,82740,2.1319796954314723,1055.04,1055.04,False,1.0
medium,420,210,88200,2.0,1055.04,1055.04,False,1.0
medium,420,204,85680,2.0588235294117645,1055.04,1055.04,False,1.0
medium,420,209,87780,2.0095693779904304,1055.04,1055.04,False,1.0
medium,420,200,84000,2.1,1055.04,1055.04,False,1.0
medium,420,206,86520,2.0388349514563107,1055.04,1055.04,False,1.0
medium,419,208,87152,2.014423076923077,1055.04,1055.04,False,1.0
medium,419,207,86733,2.024154589371981,1055.04,1055.04,False,1.0
medium,419,203,85057,2.064039408866995,1055.04,1055.04,False,1.0
medium,419,203,85057,2.064039408866995,1055.04,1055.04,False,1.0
medium,419,194,81286,2.1597938144329896,1055.04,1055.04,False,1.0
medium,419,209,87571,2.0047846889952154,1055.04,1055.04,False,1.0
medium,419,202,84638,2.0742574257425743,1055.04,1055.04,False,1.0
medium,419,209,87571,2.0047846889952154,1055.04,1055.04,False,1.0
medium,418,207,86526,2.0193236714975846,1055.04,1055.04,False,1.0
medium,418,201,84018,2.0796019900497513,1055.04,1055.04,False,1.0
medium,418,203,84854,2.0591133004926108,1055.04,1055.04,False,1.0
medium,418,196,81928,2.13265306122449,1055.04,1055.04,False,1.0
medium,418,202,84436,2.0693069306930694,1055.04,1055.04,False,1.0
medium,418,196,81928,2.13265306122449,1055.04,1055.04,False,1.0
medium,418,208,86944,2.0096153846153846,1055.04,1055.04,False,1.0
medium,418,201,84018,2.0796019900497513,1055.04,1055.04,False,1.0
medium,417,207,86319,2.0144927536231885,1055.04,1055.04,False,1.0
medium,417,202,84234,2.0643564356435644,1055.04,1055.04,False,1.0
medium,417,207,86319,2.0144927536231885,1055.04,1055.04,False,1.0
medium,417,204,85068,2.0441176470588234,1055.04,1055.04,False,1.0
medium,417,202,84234,2.0643564356435644,1055.04,1055.04,False,1.0
medium,417,202,84234,2.0643564356435644,1055.04,1055.04,False,1.0
medium,417,208,86736,2.0048076923076925,1055.04,1055.04,False,1.0
medium,417,192,80064,2.171875,1055.04,1055.04,False,1.0
medium,417,208,86736,2.0048076923076925,1055.04,1055.04,False,1.0
medium,417,205,85485,2.0341463414634147,1055.04,1055.04,False,1.0
medium,417,204,85068,2.0441176470588234,1055.04,1055.04,False,1.0
medium,416,200,83200,2.08,1055.04,1055.04,False,1.0
medium,416,205,85280,2.029268292682927,1055.04,1055.04,False,1.0
medium,416,204,84864,2.0392156862745097,1055.04,1055.04,False,1.0
medium,416,203,84448,2.0492610837438425,1055.04,1055.04,False,1.0
medium,416,207,86112,2.0096618357487923,1055.04,1055.04,False,1.0
medium,416,206,85696,2.0194174757281553,1055.04,1055.04,False,1.0
medium,416,200,83200,2.08,1055.04,1055.04,False,1.0
medium,416,198,82368,2.101010101010101,1055.04,1055.04,False,1.0
medium,416,207,86112,2.0096618357487923,1055.04,1055.04,False,1.0
medium,416,197,81952,2.1116751269035534,1055.04,1055.04,False,1.0
medium,415,201,83415,2.0646766169154227,1055.04,1055.04,False,1.0
medium,415,205,85075,2.024390243902439,1055.04,1055.04,False,1.0
medium,415,205,85075,2.024390243902439,1055.04,1055.04,False,1.0
medium,415,202,83830,2.0544554455445545,1055.04,1055.04,False,1.0
medium,415,195,80925,2.128205128205128,1055.04,1055.04,False,1.0
medium,415,198,82170,2.095959595959596,1055.04,1055.04,False,1.0
medium,415,197,81755,2.1065989847715736,1055.04,1055.04,False,1.0
medium,415,198,82170,2.095959595959596,1055.04,1055.04,False,1.0
medium,415,192,79680,2.1614583333333335,1055.04,1055.04,False,1.0
medium,415,196,81340,2.11734693877551,1055.04,1055.04,False,1.0
medium,415,207,85905,2.004830917874396,1055.04,1055.04,False,1.0
medium,415,204,84660,2.034313725490196,1055.04,1055.04,False,1.0
medium,414,194,80316,2.134020618556701,1055.04,1055.04,False,1.0
medium,414,197,81558,2.1015228426395938,1055.04,1055.04,False,1.0
medium,414,189,78246,2.1904761904761907,1055.04,1055.04,False,1.0
medium,414,198,81972,2.090909090909091,1055.04,1055.04,False,1.0
medium,414,184,76176,2.25,1055.04,1055.04,False,1.0
medium,414,205,84870,2.0195121951219512,1055.04,1055.04,False,1.0
medium,414,194,80316,2.134020618556701,1055.04,1055.04,False,1.0
medium,414,196,81144,2.1122448979591835,1055.04,1055.04,False,1.0
medium,414,206,85284,2.0097087378640777,1055.04,1055.04,False,1.0
medium,414,199,82386,2.080402010050251,1055.04,1055.04,False,1.0
medium,414,196,81144,2.1122448979591835,1055.04,1055.04,False,1.0
medium,414,206,85284,2.0097087378640777,1055.04,1055.04,False,1.0
medium,413,202,83426,2.0445544554455446,1055.04,1055.04,False,1.0
medium,413,203,83839,2.0344827586206895,1055.04,1055.04,False,1.0
medium,413,204,84252,2.0245098039215685,1055.04,1055.04,False,1.0
medium,413,198,81774,2.085858585858586,1055.04,1055.04,False,1.0
medium,413,193,79709,2.139896373056995,1055.04,1055.04,False,1.0
medium,413,197,81361,2.0964467005076144,1055.04,1055.04,False,1.0
medium,413,205,84665,2.0146341463414634,1055.04,1055.04,False,1.0
medium,412,197,81164,2.0913705583756346,1055.04,1055.04,False,1.0
medium,412,202,83224,2.0396039603960396,1055.04,1055.04,False,1.0
medium,412,201,82812,2.0497512437810945,1055.04,1055.04,False,1.0
medium,412,206,84872,2.0,1055.04,1055.04,False,1.0
medium,412,204,84048,2.019607843137255,1055.04,1055.04,False,1.0
medium,412,203,83636,2.0295566502463056,1055.04,1055.04,False,1.0
medium,412,206,84872,2.0,1055.04,1055.04,False,1.0
medium,412,197,81164,2.0913705583756346,1055.04,1055.04,False,1.0
medium,412,189,77868,2.17989417989418,1055.04,1055.04,False,1.0
medium,412,203,83636,2.0295566502463056,1055.04,1055.04,False,1.0
medium,412,201,82812,2.0497512437810945,1055.04,1055.04,False,1.0
medium,411,199,81789,2.0653266331658293,1055.04,1055.04,False,1.0
medium,411,197,80967,2.0862944162436547,1055.04,1055.04,False,1.0
medium,411,202,83022,2.0346534653465347,1055.04,1055.04,False,1.0
medium,411,191,78501,2.1518324607329844,1055.04,1055.04,False,1.0
medium,411,205,84255,2.004878048780488,1055.04,1055.04,False,1.0
medium,411,195,80145,2.1076923076923078,1055.04,1055.04,False,1.0
medium,411,181,74391,2.270718232044199,1055.04,1055.04,False,1.0
medium,410,199,81590,2.0603015075376883,1055.04,1055.04,False,1.0
medium,410,200,82000,2.05,1055.04,1055.04,False,1.0
medium,410,191,78310,2.1465968586387434,1055.04,1055.04,False,1.0
medium,410,205,84050,2.0,1055.04,1055.04,False,1.0
medium,410,182,74620,2.2527472527472527,1055.04,1055.04,False,1.0
medium,410,200,82000,2.05,1055.04,1055.04,False,1.0
medium,410,203,83230,2.019704433497537,1055.04,1055.04,False,1.0
medium,410,196,80360,2.0918367346938775,1055.04,1055.04,False,1.0
medium,410,195,79950,2.1025641025641026,1055.04,1055.04,False,1.0
medium,410,190,77900,2.1578947368421053,1055.04,1055.04,False,1.0
medium,410,191,78310,2.1465968586387434,1055.04,1055.04,False,1.0
medium,410,201,82410,2.0398009950248754,1055.04,1055.04,False,1.0
medium,409,202,82618,2.0247524752475248,1055.04,1055.04,False,1.0
medium,409,186,76074,2.1989247311827955,1055.04,1055.04,False,1.0
medium,409,198,80982,2.0656565656565657,1055.04,1055.04,False,1.0
medium,409,186,76074,2.1989247311827955,1055.04,1055.04,False,1.0
medium,409,194,79346,2.1082474226804124,1055.04,1055.04,False,1.0
medium,409,196,80164,2.086734693877551,1055.04,1055.04,False,1.0
medium,409,200,81800,2.045,1055.04,1055.04,False,1.0
medium,409,202,82618,2.0247524752475248,1055.04,1055.04,False,1.0
medium,409,190,77710,2.1526315789473682,1055.04,1055.04,False,1.0
medium,408,204,83232,2.0,1055.04,1055.04,False,1.0
medium,408,193,78744,2.1139896373056994,1055.04,1055.04,False,1.0
medium,408,200,81600,2.04,1055.04,1055.04,False,1.0
medium,408,199,81192,2.050251256281407,1055.04,1055.04,False,1.0
medium,408,183,74664,2.2295081967213113,1055.04,1055.04,False,1.0
medium,408,179,73032,2.2793296089385473,1055.04,1055.04,False,1.0
medium,408,180,73440,2.2666666666666666,1055.04,1055.04,False,1.0
medium,408,199,81192,2.050251256281407,1055.04,1055.04,False,1.0
medium,408,203,82824,2.0098522167487687,1055.04,1055.04,False,1.0
medium,408,192,78336,2.125,1055.04,1055.04,False,1.0
medium,408,194,79152,2.1030927835051547,1055.04,1055.04,False,1.0
medium,408,194,79152,2.1030927835051547,1055.04,1055.04,False,1.0
medium,407,196,79772,2.076530612244898,1055.04,1055.04,False,1.0
medium,407,192,78144,2.1197916666666665,1055.04,1055.04,False,1.0
medium,407,193,78551,2.1088082901554404,1055.04,1055.04,False,1.0
medium,406,190,77140,2.136842105263158,1055.04,1055.04,False,1.0
medium,406,202,82012,2.00990099009901,1055.04,1055.04,False,1.0
medium,406,188,76328,2.1595744680851063,1055.04,1055.04,False,1.0
medium,406,196,79576,2.0714285714285716,1055.04,1055.04,False,1.0
medium,406,196,79576,2.0714285714285716,1055.04,1055.04,False,1.0
medium,406,193,78358,2.1036269430051813,1055.04,1055.04,False,1.0
medium,406,199,80794,2.040201005025126,1055.04,1055.04,False,1.0
medium,406,189,76734,2.1481481481481484,1055.04,1055.04,False,1.0
medium,406,192,77952,2.1145833333333335,1055.04,1055.04,False,1.0
medium,405,185,74925,2.189189189189189,1055.04,1055.04,False,1.0
medium,405,199,80595,2.0351758793969847,1055.04,1055.04,False,1.0
medium,405,198,80190,2.0454545454545454,1055.04,1055.04,False,1.0
medium,405,187,75735,2.165775401069519,1055.04,1055.04,False,1.0
medium,405,202,81810,2.004950495049505,1055.04,1055.04,False,1.0
medium,405,197,79785,2.0558375634517767,1055.04,1055.04,False,1.0
medium,405,200,81000,2.025,1055.04,1055.04,False,1.0
medium,404,199,80396,2.030150753768844,1055.04,1055.04,False,1.0
medium,404,202,81608,2.0,1055.04,1055.04,False,1.0
medium,404,188,75952,2.148936170212766,1055.04,1055.04,False,1.0
medium,404,196,79184,2.061224489795918,1055.04,1055.04,False,1.0
medium,404,198,79992,2.04040404040404,1055.04,1055.04,False,1.0
medium,404,185,74740,2.1837837837837837,1055.04,1055.04,False,1.0
medium,404,201,81204,2.009950248756219,1055.04,1055.04,False,1.0
medium,404,186,75144,2.172043010752688,1055.04,1055.04,False,1.0
medium,404,200,80800,2.02,1055.04,1055.04,False,1.0
medium,404,197,79588,2.050761421319797,1055.04,1055.04,False,1.0
medium,404,197,79588,2.050761421319797,1055.04,1055.04,False,1.0
medium,404,201,81204,2.009950248756219,1055.04,1055.04,False,1.0
medium,404,195,78780,2.071794871794872,1055.04,1055.04,False,1.0
medium,404,201,81204,2.009950248756219,1055.04,1055.04,False,1.0
medium,403,196,78988,2.056122448979592,1055.04,1055.04,False,1.0
medium,403,184,74152,2.1902173913043477,1055.04,1055.04,False,1.0
medium,403,192,77376,2.0989583333333335,1055.04,1055.04,False,1.0
medium,403,199,80197,2.0251256281407035,1055.04,1055.04,False,1.0
medium,403,189,76167,2.132275132275132,1055.04,1055.04,False,1.0
medium,403,195,78585,2.066666666666667,1055.04,1055.04,False,1.0
medium,403,193,77779,2.088082901554404,1055.04,1055.04,False,1.0
medium,403,187,75361,2.1550802139037435,1055.04,1055.04,False,1.0
medium,403,199,80197,2.0251256281407035,1055.04,1055.04,False,1.0
medium,403,199,80197,2.0251256281407035,1055.04,1055.04,False,1.0
medium,403,200,80600,2.015,1055.04,1055.04,False,1.0
medium,403,191,76973,2.1099476439790577,1055.04,1055.04,False,1.0
medium,403,198,79794,2.0353535353535355,1055.04,1055.04,False,1.0
medium,403,196,78988,2.056122448979592,1055.04,1055.04,False,1.0
medium,402,182,73164,2.208791208791209,1055.04,1055.04,False,1.0
medium,402,199,79998,2.020100502512563,1055.04,1055.04,False,1.0
medium,402,184,73968,2.1847826086956523,1055.04,1055.04,False,1.0
medium,402,191,76782,2.1047120418848166,1055.04,1055.04,False,1.0
medium,402,179,71958,2.2458100558659218,1055.04,1055.04,False,1.0
medium,402,201,80802,2.0,1055.04,1055.04,False,1.0
medium,402,200,80400,2.01,1055.04,1055.04,False,1.0
medium,402,188,75576,2.1382978723404253,1055.04,1055.04,False,1.0
medium,401,196,78596,2.045918367346939,1055.04,1055.04,False,1.0
medium,401,200,80200,2.005,1055.04,1055.04,False,1.0
medium,401,173,69373,2.3179190751445087,1055.04,1055.04,False,1.0
medium,401,193,77393,2.077720207253886,1055.04,1055.04,False,1.0
medium,401,195,78195,2.056410256410256,1055.04,1055.04,False,1.0
medium,401,190,76190,2.110526315789474,1055.04,1055.04,False,1.0
medium,401,187,74987,2.144385026737968,1055.04,1055.04,False,1.0
medium,401,185,74185,2.1675675675675676,1055.04,1055.04,False,1.0
medium,401,199,79799,2.0150753768844223,1055.04,1055.04,False,1.0
medium,401,194,77794,2.0670103092783507,1055.04,1055.04,False,1.0
medium,400,197,78800,2.030456852791878,1055.04,1055.04,False,1.0
medium,400,196,78400,2.0408163265306123,1055.04,1055.04,False,1.0
medium,400,194,77600,2.0618556701030926,1055.04,1055.04,False,1.0
medium,400,190,76000,2.1052631578947367,1055.04,1055.04,False,1.0
medium,400,185,74000,2.1621621621621623,1055.04,1055.04,False,1.0
medium,400,193,77200,2.0725388601036268,1055.04,1055.04,False,1.0
medium,400,198,79200,2.0202020202020203,1055.04,1055.04,False,1.0
medium,400,194,77600,2.0618556701030926,1055.04,1055.04,False,1.0
medium,400,189,75600,2.1164021164021163,1055.04,1055.04,False,1.0
medium,400,195,78000,2.051282051282051,1055.04,1055.04,False,1.0
medium,399,199,79401,2.0050251256281406,1055.04,1055.04,False,1.0
medium,399,198,79002,2.015151515151515,1055.04,1055.04,False,1.0
medium,399,178,71022,2.241573033707865,1055.04,1055.04,False,1.0
medium,399,194,77406,2.056701030927835,1055.04,1055.04,False,1.0
medium,399,196,78204,2.0357142857142856,1055.04,1055.04,False,1.0
medium,399,179,71421,2.2290502793296088,1055.04,1055.04,False,1.0
medium,399,197,78603,2.0253807106598987,1055.04,1055.04,False,1.0
medium,399,186,74214,2.1451612903225805,1055.04,1055.04,False,1.0
medium,399,195,77805,2.046153846153846,1055.04,1055.04,False,1.0
medium,399,197,78603,2.0253807106598987,1055.04,1055.04,False,1.0
medium,398,189,75222,2.105820105820106,1055.04,1055.04,False,1.0
medium,398,184,73232,2.1630434782608696,1055.04,1055.04,False,1.0
medium,398,197,78406,2.020304568527919,1055.04,1055.04,False,1.0
medium,398,195,77610,2.041025641025641,1055.04,1055.04,False,1.0
medium,398,194,77212,2.051546391752577,1055.04,1055.04,False,1.0
medium,398,188,74824,2.117021276595745,1055.04,1055.04,False,1.0
medium,398,190,75620,2.094736842105263,1055.04,1055.04,False,1.0
medium,398,188,74824,2.117021276595745,1055.04,1055.04,False,1.0
medium,398,187,74426,2.128342245989305,1055.04,1055.04,False,1.0
medium,397,188,74636,2.1117021276595747,1055.04,1055.04,False,1.0
medium,397,188,74636,2.1117021276595747,1055.04,1055.04,False,1.0
medium,397,189,75033,2.1005291005291005,1055.04,1055.04,False,1.0
medium,397,193,76621,2.05699481865285,1055.04,1055.04,False,1.0
medium,397,192,76224,2.0677083333333335,1055.04,1055.04,False,1.0
medium,397,198,78606,2.005050505050505,1055.04,1055.04,False,1.0
medium,397,192,76224,2.0677083333333335,1055.04,1055.04,False,1.0
medium,397,193,76621,2.05699481865285,1055.04,1055.04,False,1.0
medium,397,181,71857,2.1933701657458564,1055.04,1055.04,False,1.0
medium,397,193,76621,2.05699481865285,1055.04,1055.04,False,1.0
medium,397,195,77415,2.0358974358974358,1055.04,1055.04,False,1.0
medium,397,175,69475,2.2685714285714287,1055.04,1055.04,False,1.0
medium,397,186,73842,2.1344086021505375,1055.04,1055.04,False,1.0
medium,396,183,72468,2.1639344262295084,1055.04,1055.04,False,1.0
medium,396,195,77220,2.0307692307692307,1055.04,1055.04,False,1.0
medium,396,195,77220,2.0307692307692307,1055.04,1055.04,False,1.0
medium,396,194,76824,2.0412371134020617,1055.04,1055.04,False,1.0
medium,396,188,74448,2.106382978723404,1055.04,1055.04,False,1.0
medium,396,196,77616,2.020408163265306,1055.04,1055.04,False,1.0
medium,396,196,77616,2.020408163265306,1055.04,1055.04,False,1.0
medium,396,194,76824,2.0412371134020617,1055.04,1055.04,False,1.0
medium,396,191,75636,2.073298429319372,1055.04,1055.04,False,1.0
medium,396,187,74052,2.1176470588235294,1055.04,1055.04,False,1.0
medium,395,197,77815,2.00507614213198,1055.04,1055.04,False,1.0
medium,395,183,72285,2.158469945355191,1055.04,1055.04,False,1.0
medium,395,197,77815,2.00507614213198,1055.04,1055.04,False,1.0
medium,395,197,77815,2.00507614213198,1055.04,1055.04,False,1.0
medium,395,193,76235,2.0466321243523318,1055.04,1055.04,False,1.0
medium,395,192,75840,2.0572916666666665,1055.04,1055.04,False,1.0
medium,395,186,73470,2.1236559139784945,1055.04,1055.04,False,1.0
medium,394,192,75648,2.0520833333333335,1055.04,1055.04,False,1.0
medium,394,188,74072,2.095744680851064,1055.04,1055.04,False,1.0
medium,394,177,69738,2.225988700564972,1055.04,1055.04,False,1.0
medium,394,187,73678,2.106951871657754,1055.04,1055.04,False,1.0
medium,394,187,73678,2.106951871657754,1055.04,1055.04,False,1.0
medium,394,196,77224,2.010204081632653,1055.04,1055.04,False,1.0
medium,394,190,74860,2.0736842105263156,1055.04,1055.04,False,1.0
medium,394,189,74466,2.0846560846560847,1055.04,1055.04,False,1.0
medium,394,192,75648,2.0520833333333335,1055.04,1055.04,False,1.0
medium,394,178,70132,2.2134831460674156,1055.04,1055.04,False,1.0
medium,393,187,73491,2.1016042780748663,1055.04,1055.04,False,1.0
medium,393,178,69954,2.207865168539326,1055.04,1055.04,False,1.0
medium,393,181,71133,2.1712707182320443,1055.04,1055.04,False,1.0
medium,393,196,77028,2.0051020408163267,1055.04,1055.04,False,1.0
medium,393,189,74277,2.0793650793650795,1055.04,1055.04,False,1.0
medium,393,194,76242,2.0257731958762886,1055.04,1055.04,False,1.0
medium,393,194,76242,2.0257731958762886,1055.04,1055.04,False,1.0
medium,393,186,73098,2.1129032258064515,1055.04,1055.04,False,1.0
medium,393,191,75063,2.0575916230366493,1055.04,1055.04,False,1.0
medium,393,195,76635,2.0153846153846153,1055.04,1055.04,False,1.0
medium,393,181,71133,2.1712707182320443,1055.04,1055.04,False,1.0
medium,393,183,71919,2.1475409836065573,1055.04,1055.04,False,1.0
medium,393,193,75849,2.0362694300518136,1055.04,1055.04,False,1.0
medium,392,192,75264,2.0416666666666665,1055.04,1055.04,False,1.0
medium,392,188,73696,2.0851063829787235,1055.04,1055.04,False,1.0
medium,392,188,73696,2.0851063829787235,1055.04,1055.04,False,1.0
medium,392,195,76440,2.01025641025641,1055.04,1055.04,False,1.0
medium,392,194,76048,2.020618556701031,1055.04,1055.04,False,1.0
medium,392,174,68208,2.2528735632183907,1055.04,1055.04,False,1.0
medium,392,188,73696,2.0851063829787235,1055.04,1055.04,False,1.0
medium,392,178,69776,2.202247191011236,1055.04,1055.04,False,1.0
medium,392,190,74480,2.0631578947368423,1055.04,1055.04,False,1.0
medium,392,196,76832,2.0,1055.04,1055.04,False,1.0
medium,391,193,75463,2.0259067357512954,1055.04,1055.04,False,1.0
medium,391,182,71162,2.1483516483516483,1055.04,1055.04,False,1.0
medium,391,189,73899,2.068783068783069,1055.04,1055.04,False,1.0
medium,391,181,70771,2.160220994475138,1055.04,1055.04,False,1.0
medium,391,195,76245,2.005128205128205,1055.04,1055.04,False,1.0
medium,391,195,76245,2.005128205128205,1055.04,1055.04,False,1.0
medium,391,177,69207,2.209039548022599,1055.04,1055.04,False,1.0
medium,391,178,69598,2.196629213483146,1055.04,1055.04,False,1.0
medium,391,190,74290,2.057894736842105,1055.04,1055.04,False,1.0
medium,390,192,74880,2.03125,1055.04,1055.04,False,1.0
medium,390,191,74490,2.0418848167539267,1055.04,1055.04,False,1.0
medium,390,190,74100,2.0526315789473686,1055.04,1055.04,False,1.0
medium,389,192,74688,2.0260416666666665,1055.04,1055.04,False,1.0
medium,389,183,71187,2.1256830601092895,1055.04,1055.04,False,1.0
medium,389,193,75077,2.0155440414507773,1055.04,1055.04,False,1.0
medium,389,192,74688,2.0260416666666665,1055.04,1055.04,False,1.0
medium,389,193,75077,2.0155440414507773,1055.04,1055.04,False,1.0
medium,389,182,70798,2.1373626373626373,1055.04,1055.04,False,1.0
medium,389,177,68853,2.1977401129943503,1055.04,1055.04,False,1.0
medium,389,193,75077,2.0155440414507773,1055.04,1055.04,False,1.0
medium,389,188,73132,2.0691489361702127,1055.04,1055.04,False,1.0
medium,389,190,73910,2.0473684210526315,1055.04,1055.04,False,1.0
medium,389,191,74299,2.0366492146596857,1055.04,1055.04,False,1.0
medium,389,194,75466,2.0051546391752577,1055.04,1055.04,False,1.0
medium,388,188,72944,2.0638297872340425,1055.04,1055.04,False,1.0
medium,388,193,74884,2.010362694300518,1055.04,1055.04,False,1.0
medium,388,194,75272,2.0,1055.04,1055.04,False,1.0
medium,388,188,72944,2.0638297872340425,1055.04,1055.04,False,1.0
medium,388,173,67124,2.2427745664739884,1055.04,1055.04,False,1.0
medium,388,191,74108,2.031413612565445,1055.04,1055.04,False,1.0
medium,388,183,71004,2.120218579234973,1055.04,1055.04,False,1.0
medium,388,189,73332,2.052910052910053,1055.04,1055.04,False,1.0
medium,388,188,72944,2.0638297872340425,1055.04,1055.04,False,1.0
medium,388,192,74496,2.0208333333333335,1055.04,1055.04,False,1.0
medium,388,192,74496,2.0208333333333335,1055.04,1055.04,False,1.0
medium,388,178,69064,2.1797752808988764,1055.04,1055.04,False,1.0
medium,387,187,72369,2.06951871657754,1055.04,1055.04,False,1.0
medium,387,184,71208,2.1032608695652173,1055.04,1055.04,False,1.0
medium,387,187,72369,2.06951871657754,1055.04,1055.04,False,1.0
medium,387,187,72369,2.06951871657754,1055.04,1055.04,False,1.0
medium,387,189,73143,2.0476190476190474,1055.04,1055.04,False,1.0
medium,387,190,73530,2.036842105263158,1055.04,1055.04,False,1.0
medium,387,183,70821,2.1147540983606556,1055.04,1055.04,False,1.0
medium,387,193,74691,2.005181347150259,1055.04,1055.04,False,1.0
medium,387,186,71982,2.0806451612903225,1055.04,1055.04,False,1.0
medium,387,188,72756,2.0585106382978724,1055.04,1055.04,False,1.0
medium,387,193,74691,2.005181347150259,1055.04,1055.04,False,1.0
medium,387,193,74691,2.005181347150259,1055.04,1055.04,False,1.0
medium,387,186,71982,2.0806451612903225,1055.04,1055.04,False,1.0
medium,387,182,70434,2.1263736263736264,1055.04,1055.04,False,1.0
medium,386,190,73340,2.031578947368421,1055.04,1055.04,False,1.0
medium,386,180,69480,2.1444444444444444,1055.04,1055.04,False,1.0
medium,386,189,72954,2.0423280423280423,1055.04,1055.04,False,1.0
medium,386,192,74112,2.0104166666666665,1055.04,1055.04,False,1.0
medium,386,177,68322,2.1807909604519775,1055.04,1055.04,False,1.0
medium,386,186,71796,2.075268817204301,1055.04,1055.04,False,1.0
medium,386,176,67936,2.1931818181818183,1055.04,1055.04,False,1.0
medium,385,190,73150,2.026315789473684,1055.04,1055.04,False,1.0
medium,385,179,68915,2.1508379888268156,1055.04,1055.04,False,1.0
medium,385,182,70070,2.1153846153846154,1055.04,1055.04,False,1.0
medium,385,188,72380,2.047872340425532,1055.04,1055.04,False,1.0
medium,385,186,71610,2.0698924731182795,1055.04,1055.04,False,1.0
medium,385,189,72765,2.037037037037037,1055.04,1055.04,False,1.0
medium,385,182,70070,2.1153846153846154,1055.04,1055.04,False,1.0
medium,385,185,71225,2.081081081081081,1055.04,1055.04,False,1.0
medium,385,188,72380,2.047872340425532,1055.04,1055.04,False,1.0
medium,385,188,72380,2.047872340425532,1055.04,1055.04,False,1.0
medium,385,186,71610,2.0698924731182795,1055.04,1055.04,False,1.0
medium,385,186,71610,2.0698924731182795,1055.04,1055.04,False,1.0
medium,385,190,73150,2.026315789473684,1055.04,1055.04,False,1.0
medium,385,189,72765,2.037037037037037,1055.04,1055.04,False,1.0
medium,384,180,69120,2.1333333333333333,1055.04,1055.04,False,1.0
medium,384,190,72960,2.0210526315789474,1055.04,1055.04,False,1.0
medium,384,181,69504,2.1215469613259668,1055.04,1055.04,False,1.0
medium,384,166,63744,2.3132530120481927,703.36,703.36,False,1.0
medium,384,190,72960,2.0210526315789474,1055.04,1055.04,False,1.0
medium,384,184,70656,2.0869565217391304,1055.04,1055.04,False,1.0
medium,384,188,72192,2.0425531914893615,1055.04,1055.04,False,1.0
medium,384,177,67968,2.169491525423729,1055.04,1055.04,False,1.0
medium,384,173,66432,2.2196531791907512,1055.04,1055.04,False,1.0
medium,384,187,71808,2.053475935828877,1055.04,1055.04,False,1.0
medium,383,186,71238,2.0591397849462365,1055.04,1055.04,False,1.0
medium,383,183,70089,2.092896174863388,1055.04,1055.04,False,1.0
medium,383,181,69323,2.116022099447514,1055.04,1055.04,False,1.0
medium,383,176,67408,2.1761363636363638,1055.04,1055.04,False,1.0
medium,383,179,68557,2.1396648044692737,1055.04,1055.04,False,1.0
medium,383,178,68174,2.151685393258427,1055.04,1055.04,False,1.0
medium,383,189,72387,2.0264550264550265,1055.04,1055.04,False,1.0
medium,383,189,72387,2.0264550264550265,1055.04,1055.04,False,1.0
medium,383,183,70089,2.092896174863388,1055.04,1055.04,False,1.0
medium,383,190,72770,2.0157894736842104,1055.04,1055.04,False,1.0
medium,383,186,71238,2.0591397849462365,1055.04,1055.04,False,1.0
medium,382,185,70670,2.0648648648648646,1055.04,1055.04,False,1.0
medium,382,188,71816,2.0319148936170213,1055.04,1055.04,False,1.0
medium,382,181,69142,2.110497237569061,1055.04,1055.04,False,1.0
medium,382,185,70670,2.0648648648648646,1055.04,1055.04,False,1.0
medium,382,190,72580,2.0105263157894737,1055.04,1055.04,False,1.0
medium,382,189,72198,2.0211640211640214,1055.04,1055.04,False,1.0
medium,382,189,72198,2.0211640211640214,1055.04,1055.04,False,1.0
medium,382,189,72198,2.0211640211640214,1055.04,1055.04,False,1.0
medium,382,183,69906,2.087431693989071,1055.04,1055.04,False,1.0
medium,382,180,68760,2.1222222222222222,1055.04,1055.04,False,1.0
medium,381,174,66294,2.189655172413793,1055.04,1055.04,False,1.0
medium,381,177,67437,2.152542372881356,1055.04,1055.04,False,1.0
medium,381,188,71628,2.026595744680851,1055.04,1055.04,False,1.0
medium,381,178,67818,2.140449438202247,1055.04,1055.04,False,1.0
medium,381,190,72390,2.0052631578947366,1055.04,1055.04,False,1.0
medium,381,185,70485,2.0594594594594593,1055.04,1055.04,False,1.0
medium,381,170,64770,2.2411764705882353,703.36,703.36,False,1.0
