gran,n_b,m_b,work,aspect,cost_A_outer_s,cost_B_outer_s,flip,orientation_speedup
medium,577,271,156367,2.129151291512915,1758.4,1758.4,False,1.0
medium,576,281,161856,2.0498220640569396,1758.4,2110.08,False,1.2
medium,576,272,156672,2.1176470588235294,1758.4,1758.4,False,1.0
medium,576,272,156672,2.1176470588235294,1758.4,1758.4,False,1.0
medium,576,285,164160,2.0210526315789474,2110.08,2110.08,False,1.0
medium,576,277,159552,2.07942238267148,1758.4,1758.4,False,1.0
medium,575,282,162150,2.0390070921985815,1758.4,2110.08,False,1.2
medium,575,268,154100,2.1455223880597014,1758.4,1758.4,False,1.0
medium,575,285,163875,2.017543859649123,2110.08,2110.08,False,1.0
medium,575,284,163300,2.0246478873239435,2110.08,2110.08,False,1.0
medium,575,276,158700,2.0833333333333335,1758.4,1758.4,False,1.0
medium,575,279,160425,2.060931899641577,1758.4,1758.4,False,1.0
medium,574,278,159572,2.064748201438849,1758.4,1758.4,False,1.0
medium,574,258,148092,2.2248062015503876,1758.4,1758.4,False,1.0
medium,573,271,155283,2.114391143911439,1758.4,1758.4,False,1.0
medium,573,281,161013,2.03914590747331,1758.4,2110.08,False,1.2
medium,573,285,163305,2.0105263157894737,2110.08,2110.08,False,1.0
medium,572,282,161304,2.028368794326241,1758.4,2110.08,False,1.2
medium,572,267,152724,2.142322097378277,1758.4,1758.4,False,1.0
medium,571,263,150173,2.171102661596958,1758.4,1758.4,False,1.0
medium,570,271,154470,2.103321033210332,1758.4,1758.4,False,1.0
medium,569,278,158182,2.0467625899280577,1758.4,1758.4,False,1.0
medium,569,279,158751,2.039426523297491,1758.4,1758.4,False,1.0
medium,569,277,157613,2.0541516245487363,1758.4,1758.4,False,1.0
medium,568,268,152224,2.1194029850746268,1758.4,1758.4,False,1.0
medium,568,283,160744,2.0070671378091873,1758.4,2110.08,False,1.2
medium,568,272,154496,2.088235294117647,1758.4,1758.4,False,1.0
medium,568,270,153360,2.1037037037037036,1758.4,1758.4,False,1.0
medium,567,272,154224,2.0845588235294117,1758.4,1758.4,False,1.0
medium,567,277,157059,2.046931407942238,1758.4,1758.4,False,1.0
medium,567,280,158760,2.025,1758.4,1758.4,False,1.0
medium,566,264,149424,2.143939393939394,1758.4,1758.4,False,1.0
medium,565,279,157635,2.025089605734767,1758.4,1758.4,False,1.0
medium,565,266,150290,2.1240601503759398,1758.4,1758.4,False,1.0
medium,565,273,154245,2.06959706959707,1758.4,1758.4,False,1.0
medium,565,275,155375,2.0545454545454547,1758.4,1758.4,False,1.0
medium,564,282,159048,2.0,1758.4,1758.4,False,1.0
medium,564,277,156228,2.036101083032491,1758.4,1758.4,False,1.0
medium,563,281,158203,2.00355871886121,1758.4,1758.4,False,1.0
medium,563,272,153136,2.0698529411764706,1758.4,1758.4,False,1.0
medium,563,272,153136,2.0698529411764706,1758.4,1758.4,False,1.0
medium,562,278,156236,2.0215827338129495,1758.4,1758.4,False,1.0
medium,562,279,156798,2.014336917562724,1758.4,1758.4,False,1.0
medium,562,270,151740,2.0814814814814815,1758.4,1758.4,False,1.0
medium,561,274,153714,2.0474452554744524,1758.4,1758.4,False,1.0
medium,560,270,151200,2.074074074074074,1758.4,1758.4,False,1.0
medium,560,275,154000,2.036363636363636,1758.4,1758.4,False,1.0
medium,560,275,154000,2.036363636363636,1758.4,1758.4,False,1.0
medium,560,265,148400,2.1132075471698113,1758.4,1758.4,False,1.0
medium,560,274,153440,2.0437956204379564,1758.4,1758.4,False,1.0
medium,560,260,145600,2.1538461538461537,1758.4,1758.4,False,1.0
medium,559,276,154284,2.0253623188405796,1758.4,1758.4,False,1.0
medium,559,279,155961,2.003584229390681,1758.4,1758.4,False,1.0
medium,558,269,150102,2.074349442379182,1758.4,1758.4,False,1.0
medium,558,275,153450,2.0290909090909093,1758.4,1758.4,False,1.0
medium,558,279,155682,2.0,1758.4,1758.4,False,1.0
medium,558,261,145638,2.1379310344827585,1758.4,1758.4,False,1.0
medium,558,268,149544,2.082089552238806,1758.4,1758.4,False,1.0
medium,558,271,151218,2.059040590405904,1758.4,1758.4,False,1.0
medium,558,270,150660,2.066666666666667,1758.4,1758.4,False,1.0
medium,557,273,152061,2.04029304029304,1758.4,1758.4,False,1.0
medium,557,261,145377,2.1340996168582373,1758.4,1758.4,False,1.0
medium,556,266,147896,2.0902255639097747,1758.4,1758.4,False,1.0
medium,556,265,147340,2.09811320754717,1758.4,1758.4,False,1.0
medium,556,278,154568,2.0,1758.4,1758.4,False,1.0
medium,555,277,153735,2.003610108303249,1758.4,1758.4,False,1.0
medium,554,260,144040,2.1307692307692307,1758.4,1758.4,False,1.0
medium,553,265,146545,2.086792452830189,1758.4,1758.4,False,1.0
medium,552,268,147936,2.0597014925373136,1758.4,1758.4,False,1.0
medium,552,273,150696,2.021978021978022,1758.4,1758.4,False,1.0
medium,552,276,152352,2.0,1758.4,1758.4,False,1.0
medium,552,271,149592,2.03690036900369,1758.4,1758.4,False,1.0
medium,551,268,147668,2.0559701492537314,1758.4,1758.4,False,1.0
medium,551,273,150423,2.0183150183150182,1758.4,1758.4,False,1.0
medium,551,272,149872,2.025735294117647,1758.4,1758.4,False,1.0
medium,551,270,148770,2.0407407407407407,1758.4,1758.4,False,1.0
medium,550,254,139700,2.1653543307086616,1758.4,1758.4,False,1.0
medium,550,267,146850,2.059925093632959,1758.4,1758.4,False,1.0
medium,550,267,146850,2.059925093632959,1758.4,1758.4,False,1.0
medium,549,270,148230,2.033333333333333,1758.4,1758.4,False,1.0
medium,549,264,144936,2.0795454545454546,1758.4,1758.4,False,1.0
medium,549,265,145485,2.0716981132075474,1758.4,1758.4,False,1.0
medium,549,267,146583,2.056179775280899,1758.4,1758.4,False,1.0
medium,549,257,141093,2.1361867704280155,1758.4,1758.4,False,1.0
medium,548,260,142480,2.1076923076923078,1758.4,1758.4,False,1.0
medium,548,264,144672,2.0757575757575757,1758.4,1758.4,False,1.0
medium,548,273,149604,2.0073260073260073,1758.4,1758.4,False,1.0
medium,547,267,146049,2.048689138576779,1758.4,1758.4,False,1.0
medium,547,258,141126,2.12015503875969,1758.4,1758.4,False,1.0
medium,547,271,148237,2.018450184501845,1758.4,1758.4,False,1.0
medium,547,258,141126,2.12015503875969,1758.4,1758.4,False,1.0
medium,547,260,142220,2.103846153846154,1758.4,1758.4,False,1.0
medium,546,273,149058,2.0,1758.4,1758.4,False,1.0
medium,546,266,145236,2.0526315789473686,1758.4,1758.4,False,1.0
medium,546,268,146328,2.037313432835821,1758.4,1758.4,False,1.0
medium,546,270,147420,2.022222222222222,1758.4,1758.4,False,1.0
medium,545,266,144970,2.0488721804511276,1758.4,1758.4,False,1.0
medium,545,263,143335,2.0722433460076046,1758.4,1758.4,False,1.0
medium,545,261,142245,2.0881226053639845,1758.4,1758.4,False,1.0
medium,544,272,147968,2.0,1758.4,1758.4,False,1.0
medium,544,263,143072,2.068441064638783,1758.4,1758.4,False,1.0
medium,544,264,143616,2.0606060606060606,1758.4,1758.4,False,1.0
medium,544,270,146880,2.0148148148148146,1758.4,1758.4,False,1.0
medium,543,267,144981,2.033707865168539,1758.4,1758.4,False,1.0
medium,543,258,140094,2.104651162790698,1758.4,1758.4,False,1.0
medium,543,260,141180,2.0884615384615386,1758.4,1758.4,False,1.0
medium,542,266,144172,2.037593984962406,1758.4,1758.4,False,1.0
medium,542,259,140378,2.0926640926640925,1758.4,1758.4,False,1.0
medium,542,270,146340,2.0074074074074075,1758.4,1758.4,False,1.0
medium,542,267,144714,2.0299625468164795,1758.4,1758.4,False,1.0
medium,541,245,132545,2.2081632653061223,1758.4,1758.4,False,1.0
medium,541,254,137414,2.12992125984252,1758.4,1758.4,False,1.0
medium,541,263,142283,2.0570342205323193,1758.4,1758.4,False,1.0
medium,540,256,138240,2.109375,1758.4,1758.4,False,1.0
medium,540,258,139320,2.0930232558139537,1758.4,1758.4,False,1.0
medium,540,262,141480,2.0610687022900764,1758.4,1758.4,False,1.0
medium,540,268,144720,2.014925373134328,1758.4,1758.4,False,1.0
medium,540,257,138780,2.1011673151750974,1758.4,1758.4,False,1.0
medium,540,270,145800,2.0,1758.4,1758.4,False,1.0
medium,539,260,140140,2.0730769230769233,1758.4,1758.4,False,1.0
medium,539,266,143374,2.026315789473684,1758.4,1758.4,False,1.0
medium,539,267,143913,2.0187265917602994,1758.4,1758.4,False,1.0
medium,539,261,140679,2.0651340996168583,1758.4,1758.4,False,1.0
medium,539,262,141218,2.0572519083969465,1758.4,1758.4,False,1.0
medium,538,251,135038,2.143426294820717,1758.4,1758.4,False,1.0
medium,538,250,134500,2.152,1758.4,1758.4,False,1.0
medium,538,264,142032,2.037878787878788,1758.4,1758.4,False,1.0
medium,537,241,129417,2.228215767634855,1758.4,1758.4,False,1.0
medium,537,260,139620,2.0653846153846156,1758.4,1758.4,False,1.0
medium,537,267,143379,2.0112359550561796,1758.4,1758.4,False,1.0
medium,536,264,141504,2.0303030303030303,1758.4,1758.4,False,1.0
medium,536,268,143648,2.0,1758.4,1758.4,False,1.0
medium,536,261,139896,2.053639846743295,1758.4,1758.4,False,1.0
medium,535,261,139635,2.049808429118774,1758.4,1758.4,False,1.0
medium,535,249,133215,2.1485943775100402,1758.4,1758.4,False,1.0
medium,535,253,135355,2.1146245059288535,1758.4,1758.4,False,1.0
medium,535,262,140170,2.0419847328244276,1758.4,1758.4,False,1.0
medium,534,249,132966,2.144578313253012,1758.4,1758.4,False,1.0
medium,534,254,135636,2.1023622047244093,1758.4,1758.4,False,1.0
medium,534,245,130830,2.179591836734694,1758.4,1758.4,False,1.0
medium,533,259,138047,2.057915057915058,1758.4,1758.4,False,1.0
medium,533,260,138580,2.05,1758.4,1758.4,False,1.0
medium,533,254,135382,2.0984251968503935,1758.4,1758.4,False,1.0
medium,533,256,136448,2.08203125,1758.4,1758.4,False,1.0
medium,532,265,140980,2.0075471698113208,1758.4,1758.4,False,1.0
medium,531,265,140715,2.0037735849056606,1758.4,1758.4,False,1.0
medium,531,257,136467,2.066147859922179,1758.4,1758.4,False,1.0
medium,531,257,136467,2.066147859922179,1758.4,1758.4,False,1.0
medium,531,262,139122,2.0267175572519083,1758.4,1758.4,False,1.0
medium,530,263,139390,2.0152091254752853,1758.4,1758.4,False,1.0
medium,530,264,139920,2.007575757575758,1758.4,1758.4,False,1.0
medium,530,259,137270,2.0463320463320462,1758.4,1758.4,False,1.0
medium,529,241,127489,2.195020746887967,1406.72,1758.4,False,1.25
medium,529,249,131721,2.1244979919678717,1758.4,1758.4,False,1.0
medium,529,257,135953,2.0583657587548636,1758.4,1758.4,False,1.0
medium,528,258,136224,2.046511627906977,1758.4,1758.4,False,1.0
medium,528,251,132528,2.103585657370518,1758.4,1758.4,False,1.0
medium,527,254,133858,2.074803149606299,1758.4,1758.4,False,1.0
medium,526,260,136760,2.023076923076923,1758.4,1758.4,False,1.0
medium,526,236,124136,2.2288135593220337,1406.72,1406.72,False,1.0
medium,526,255,134130,2.062745098039216,1758.4,1758.4,False,1.0
medium,526,250,131500,2.104,1758.4,1758.4,False,1.0
medium,525,249,130725,2.108433734939759,1758.4,1758.4,False,1.0
medium,524,259,135716,2.023166023166023,1758.4,1758.4,False,1.0
medium,524,253,132572,2.0711462450592886,1758.4,1758.4,False,1.0
medium,524,252,132048,2.0793650793650795,1758.4,1758.4,False,1.0
medium,524,252,132048,2.0793650793650795,1758.4,1758.4,False,1.0
medium,524,251,131524,2.087649402390438,1758.4,1758.4,False,1.0
medium,523,253,132319,2.067193675889328,1758.4,1758.4,False,1.0
medium,523,242,126566,2.1611570247933884,1406.72,1406.72,False,1.0
medium,522,248,129456,2.1048387096774195,1406.72,1406.72,False,1.0
medium,522,251,131022,2.0796812749003983,1758.4,1758.4,False,1.0
medium,522,242,126324,2.15702479338843,1406.72,1406.72,False,1.0
medium,521,256,133376,2.03515625,1758.4,1758.4,False,1.0
medium,521,260,135460,2.003846153846154,1758.4,1758.4,False,1.0
medium,521,257,133897,2.027237354085603,1758.4,1758.4,False,1.0
medium,520,256,133120,2.03125,1758.4,1758.4,False,1.0
medium,520,255,132600,2.0392156862745097,1758.4,1758.4,False,1.0
medium,520,253,131560,2.0553359683794468,1758.4,1758.4,False,1.0
medium,519,245,127155,2.1183673469387756,1406.72,1406.72,False,1.0
medium,519,241,125079,2.1535269709543567,1406.72,1406.72,False,1.0
medium,519,253,131307,2.0513833992094863,1758.4,1758.4,False,1.0
medium,519,256,132864,2.02734375,1758.4,1758.4,False,1.0
medium,519,245,127155,2.1183673469387756,1406.72,1406.72,False,1.0
medium,518,250,129500,2.072,1406.72,1758.4,False,1.25
medium,518,256,132608,2.0234375,1758.4,1758.4,False,1.0
medium,518,245,126910,2.1142857142857143,1406.72,1406.72,False,1.0
medium,517,250,129250,2.068,1406.72,1758.4,False,1.25
medium,517,255,131835,2.0274509803921568,1758.4,1758.4,False,1.0
medium,517,257,132869,2.0116731517509727,1758.4,1758.4,False,1.0
medium,517,257,132869,2.0116731517509727,1758.4,1758.4,False,1.0
medium,517,252,130284,2.0515873015873014,1406.72,1758.4,False,1.25
medium,517,254,131318,2.0354330708661417,1758.4,1758.4,False,1.0
medium,516,251,129516,2.055776892430279,1406.72,1758.4,False,1.25
medium,516,240,123840,2.15,1406.72,1406.72,False,1.0
medium,515,256,131840,2.01171875,1758.4,1758.4,False,1.0
medium,515,250,128750,2.06,1406.72,1758.4,False,1.25
medium,515,254,130810,2.02755905511811,1758.4,1758.4,False,1.0
medium,515,247,127205,2.08502024291498,1406.72,1406.72,False,1.0
medium,515,255,131325,2.019607843137255,1758.4,1758.4,False,1.0
medium,515,243,125145,2.119341563786008,1406.72,1406.72,False,1.0
medium,515,253,130295,2.035573122529644,1758.4,1758.4,False,1.0
medium,514,238,122332,2.1596638655462184,1406.72,1406.72,False,1.0
medium,514,245,125930,2.0979591836734692,1406.72,1406.72,False,1.0
medium,513,244,125172,2.1024590163934427,1406.72,1406.72,False,1.0
medium,513,254,130302,2.0196850393700787,1758.4,1758.4,False,1.0
medium,513,240,123120,2.1375,1406.72,1406.72,False,1.0
medium,513,243,124659,2.111111111111111,1406.72,1406.72,False,1.0
medium,513,247,126711,2.076923076923077,1406.72,1406.72,False,1.0
medium,513,242,124146,2.1198347107438016,1406.72,1406.72,False,1.0
medium,512,250,128000,2.048,1406.72,1406.72,False,1.0
medium,512,246,125952,2.0813008130081303,1406.72,1406.72,False,1.0
medium,512,249,127488,2.0562248995983934,1406.72,1406.72,False,1.0
medium,511,255,130305,2.003921568627451,1406.72,1406.72,False,1.0
medium,511,238,121618,2.1470588235294117,1406.72,1406.72,False,1.0
medium,511,255,130305,2.003921568627451,1406.72,1406.72,False,1.0
medium,511,246,125706,2.0772357723577235,1406.72,1406.72,False,1.0
medium,510,250,127500,2.04,1406.72,1406.72,False,1.0
medium,510,243,123930,2.0987654320987654,1406.72,1406.72,False,1.0
medium,510,240,122400,2.125,1406.72,1406.72,False,1.0
medium,509,236,120124,2.156779661016949,1406.72,1406.72,False,1.0
medium,509,251,127759,2.0278884462151394,1406.72,1406.72,False,1.0
medium,509,239,121651,2.1297071129707112,1406.72,1406.72,False,1.0
medium,509,245,124705,2.0775510204081633,1406.72,1406.72,False,1.0
medium,509,247,125723,2.0607287449392713,1406.72,1406.72,False,1.0
medium,509,242,123178,2.103305785123967,1406.72,1406.72,False,1.0
medium,508,252,128016,2.015873015873016,1406.72,1406.72,False,1.0
medium,508,249,126492,2.040160642570281,1406.72,1406.72,False,1.0
medium,508,253,128524,2.007905138339921,1406.72,1406.72,False,1.0
medium,508,250,127000,2.032,1406.72,1406.72,False,1.0
medium,507,236,119652,2.1483050847457625,1406.72,1406.72,False,1.0
medium,507,253,128271,2.0039525691699605,1406.72,1406.72,False,1.0
medium,506,249,125994,2.032128514056225,1406.72,1406.72,False,1.0
medium,506,251,127006,2.0159362549800797,1406.72,1406.72,False,1.0
medium,506,252,127512,2.007936507936508,1406.72,1406.72,False,1.0
medium,506,250,126500,2.024,1406.72,1406.72,False,1.0
medium,506,237,119922,2.1350210970464136,1406.72,1406.72,False,1.0
medium,506,252,127512,2.007936507936508,1406.72,1406.72,False,1.0
medium,505,249,125745,2.0281124497991967,1406.72,1406.72,False,1.0
medium,505,241,121705,2.095435684647303,1406.72,1406.72,False,1.0
medium,505,250,126250,2.02,1406.72,1406.72,False,1.0
medium,505,245,123725,2.061224489795918,1406.72,1406.72,False,1.0
medium,505,243,122715,2.078189300411523,1406.72,1406.72,False,1.0
medium,505,245,123725,2.061224489795918,1406.72,1406.72,False,1.0
medium,504,250,126000,2.016,1406.72,1406.72,False,1.0
medium,504,245,123480,2.057142857142857,1406.72,1406.72,False,1.0
medium,503,228,114684,2.206140350877193,1406.72,1406.72,False,1.0
medium,503,250,125750,2.012,1406.72,1406.72,False,1.0
medium,503,248,124744,2.028225806451613,1406.72,1406.72,False,1.0
medium,503,244,122732,2.0614754098360657,1406.72,1406.72,False,1.0
medium,503,251,126253,2.00398406374502,1406.72,1406.72,False,1.0
medium,503,249,125247,2.0200803212851404,1406.72,1406.72,False,1.0
medium,502,237,118974,2.1181434599156117,1406.72,1406.72,False,1.0
medium,502,246,123492,2.040650406504065,1406.72,1406.72,False,1.0
medium,502,246,123492,2.040650406504065,1406.72,1406.72,False,1.0
medium,501,221,110721,2.266968325791855,1406.72,1406.72,False,1.0
medium,501,247,123747,2.02834008097166,1406.72,1406.72,False,1.0
medium,500,240,120000,2.0833333333333335,1406.72,1406.72,False,1.0
medium,500,246,123000,2.032520325203252,1406.72,1406.72,False,1.0
medium,500,249,124500,2.0080321285140563,1406.72,1406.72,False,1.0
medium,500,244,122000,2.0491803278688523,1406.72,1406.72,False,1.0
medium,499,246,122754,2.0284552845528454,1406.72,1406.72,False,1.0
medium,499,244,121756,2.0450819672131146,1406.72,1406.72,False,1.0
medium,499,245,122255,2.036734693877551,1406.72,1406.72,False,1.0
medium,499,227,113273,2.198237885462555,1406.72,1406.72,False,1.0
medium,499,238,118762,2.096638655462185,1406.72,1406.72,False,1.0
medium,498,241,120018,2.066390041493776,1406.72,1406.72,False,1.0
medium,498,233,116034,2.1373390557939915,1406.72,1406.72,False,1.0
medium,498,235,117030,2.119148936170213,1406.72,1406.72,False,1.0
medium,498,248,123504,2.0080645161290325,1406.72,1406.72,False,1.0
medium,497,248,123256,2.004032258064516,1406.72,1406.72,False,1.0
medium,497,242,120274,2.053719008264463,1406.72,1406.72,False,1.0
medium,497,240,119280,2.0708333333333333,1406.72,1406.72,False,1.0
medium,497,237,117789,2.0970464135021096,1406.72,1406.72,False,1.0
medium,496,247,122512,2.0080971659919027,1406.72,1406.72,False,1.0
medium,496,230,114080,2.1565217391304348,1406.72,1406.72,False,1.0
medium,496,238,118048,2.0840336134453783,1406.72,1406.72,False,1.0
medium,496,247,122512,2.0080971659919027,1406.72,1406.72,False,1.0
medium,496,240,119040,2.066666666666667,1406.72,1406.72,False,1.0
medium,495,242,119790,2.0454545454545454,1406.72,1406.72,False,1.0
medium,495,236,116820,2.097457627118644,1406.72,1406.72,False,1.0
medium,495,243,120285,2.037037037037037,1406.72,1406.72,False,1.0
medium,495,242,119790,2.0454545454545454,1406.72,1406.72,False,1.0
medium,495,229,113355,2.1615720524017465,1406.72,1406.72,False,1.0
medium,495,235,116325,2.106382978723404,1406.72,1406.72,False,1.0
medium,494,240,118560,2.058333333333333,1406.72,1406.72,False,1.0
medium,494,239,118066,2.066945606694561,1406.72,1406.72,False,1.0
medium,494,243,120042,2.0329218106995883,1406.72,1406.72,False,1.0
medium,494,247,122018,2.0,1406.72,1406.72,False,1.0
medium,494,236,116584,2.093220338983051,1406.72,1406.72,False,1.0
medium,494,237,117078,2.0843881856540083,1406.72,1406.72,False,1.0
medium,494,231,114114,2.1385281385281387,1406.72,1406.72,False,1.0
medium,493,238,117334,2.0714285714285716,1406.72,1406.72,False,1.0
medium,492,242,119064,2.0330578512396693,1406.72,1406.72,False,1.0
medium,492,224,110208,2.1964285714285716,1406.72,1406.72,False,1.0
medium,492,235,115620,2.0936170212765957,1406.72,1406.72,False,1.0
medium,492,225,110700,2.1866666666666665,1406.72,1406.72,False,1.0
medium,492,243,119556,2.0246913580246915,1406.72,1406.72,False,1.0
medium,492,232,114144,2.1206896551724137,1406.72,1406.72,False,1.0
medium,492,227,111684,2.1674008810572687,1406.72,1406.72,False,1.0
medium,492,246,121032,2.0,1406.72,1406.72,False,1.0
medium,492,243,119556,2.0246913580246915,1406.72,1406.72,False,1.0
medium,491,242,118822,2.0289256198347108,1406.72,1406.72,False,1.0
medium,491,241,118331,2.037344398340249,1406.72,1406.72,False,1.0
medium,491,237,116367,2.071729957805907,1406.72,1406.72,False,1.0
medium,490,222,108780,2.2072072072072073,1406.72,1406.72,False,1.0
medium,490,233,114170,2.1030042918454934,1406.72,1406.72,False,1.0
medium,489,237,115893,2.0632911392405062,1406.72,1406.72,False,1.0
medium,489,236,115404,2.0720338983050848,1406.72,1406.72,False,1.0
medium,489,237,115893,2.0632911392405062,1406.72,1406.72,False,1.0
medium,489,232,113448,2.1077586206896552,1406.72,1406.72,False,1.0
medium,489,234,114426,2.08974358974359,1406.72,1406.72,False,1.0
medium,489,225,110025,2.1733333333333333,1406.72,1406.72,False,1.0
medium,488,232,113216,2.103448275862069,1406.72,1406.72,False,1.0
medium,488,226,110288,2.15929203539823,1406.72,1406.72,False,1.0
medium,488,241,117608,2.024896265560166,1406.72,1406.72,False,1.0
medium,488,229,111752,2.131004366812227,1406.72,1406.72,False,1.0
medium,488,235,114680,2.076595744680851,1406.72,1406.72,False,1.0
medium,487,235,114445,2.072340425531915,1406.72,1406.72,False,1.0
medium,487,225,109575,2.1644444444444444,1406.72,1406.72,False,1.0
medium,487,211,102757,2.308056872037915,1406.72,1406.72,False,1.0
medium,487,241,117367,2.020746887966805,1406.72,1406.72,False,1.0
medium,487,239,116393,2.0376569037656904,1406.72,1406.72,False,1.0
medium,487,234,113958,2.0811965811965814,1406.72,1406.72,False,1.0
medium,487,238,115906,2.046218487394958,1406.72,1406.72,False,1.0
medium,487,242,117854,2.012396694214876,1406.72,1406.72,False,1.0
medium,486,242,117612,2.0082644628099175,1406.72,1406.72,False,1.0
medium,486,241,117126,2.016597510373444,1406.72,1406.72,False,1.0
medium,486,240,116640,2.025,1406.72,1406.72,False,1.0
medium,486,232,112752,2.0948275862068964,1406.72,1406.72,False,1.0
medium,486,243,118098,2.0,1406.72,1406.72,False,1.0
medium,486,233,113238,2.0858369098712446,1406.72,1406.72,False,1.0
medium,486,219,106434,2.219178082191781,1406.72,1406.72,False,1.0
medium,485,241,116885,2.012448132780083,1406.72,1406.72,False,1.0
medium,485,234,113490,2.072649572649573,1406.72,1406.72,False,1.0
medium,485,239,115915,2.0292887029288704,1406.72,1406.72,False,1.0
medium,485,226,109610,2.146017699115044,1406.72,1406.72,False,1.0
medium,485,240,116400,2.0208333333333335,1406.72,1406.72,False,1.0
medium,485,225,109125,2.1555555555555554,1406.72,1406.72,False,1.0
medium,485,234,113490,2.072649572649573,1406.72,1406.72,False,1.0
medium,485,223,108155,2.1748878923766815,1406.72,1406.72,False,1.0
medium,484,231,111804,2.0952380952380953,1406.72,1406.72,False,1.0
medium,484,236,114224,2.0508474576271185,1406.72,1406.72,False,1.0
medium,484,233,112772,2.07725321888412,1406.72,1406.72,False,1.0
medium,484,234,113256,2.0683760683760686,1406.72,1406.72,False,1.0
medium,484,219,105996,2.2100456621004567,1406.72,1406.72,False,1.0
medium,483,222,107226,2.175675675675676,1406.72,1406.72,False,1.0
medium,483,231,111573,2.090909090909091,1406.72,1406.72,False,1.0
medium,483,231,111573,2.090909090909091,1406.72,1406.72,False,1.0
medium,483,240,115920,2.0125,1406.72,1406.72,False,1.0
medium,483,228,110124,2.1184210526315788,1406.72,1406.72,False,1.0
medium,483,235,113505,2.0553191489361704,1406.72,1406.72,False,1.0
medium,483,229,110607,2.109170305676856,1406.72,1406.72,False,1.0
medium,483,231,111573,2.090909090909091,1406.72,1406.72,False,1.0
medium,482,225,108450,2.1422222222222222,1406.72,1406.72,False,1.0
medium,482,238,114716,2.0252100840336134,1406.72,1406.72,False,1.0
medium,482,226,108932,2.1327433628318584,1406.72,1406.72,False,1.0
medium,482,227,109414,2.1233480176211454,1406.72,1406.72,False,1.0
medium,482,237,114234,2.0337552742616034,1406.72,1406.72,False,1.0
medium,482,229,110378,2.1048034934497815,1406.72,1406.72,False,1.0
medium,482,240,115680,2.0083333333333333,1406.72,1406.72,False,1.0
medium,482,239,115198,2.01673640167364,1406.72,1406.72,False,1.0
medium,482,237,114234,2.0337552742616034,1406.72,1406.72,False,1.0
medium,481,238,114478,2.0210084033613445,1406.72,1406.72,False,1.0
medium,481,237,113997,2.029535864978903,1406.72,1406.72,False,1.0
medium,481,228,109668,2.1096491228070176,1406.72,1406.72,False,1.0
medium,480,238,114240,2.0168067226890756,1406.72,1406.72,False,1.0
medium,480,240,115200,2.0,1406.72,1406.72,False,1.0
medium,480,227,108960,2.1145374449339207,1406.72,1406.72,False,1.0
medium,479,232,111128,2.064655172413793,1406.72,1406.72,False,1.0
medium,479,237,113523,2.021097046413502,1406.72,1406.72,False,1.0
medium,479,235,112565,2.0382978723404257,1406.72,1406.72,False,1.0
medium,479,217,103943,2.207373271889401,1406.72,1406.72,False,1.0
medium,479,237,113523,2.021097046413502,1406.72,1406.72,False,1.0
medium,479,230,110170,2.082608695652174,1406.72,1406.72,False,1.0
medium,479,225,107775,2.128888888888889,1406.72,1406.72,False,1.0
medium,478,215,102770,2.2232558139534886,1406.72,1406.72,False,1.0
medium,478,234,111852,2.0427350427350426,1406.72,1406.72,False,1.0
medium,478,238,113764,2.008403361344538,1406.72,1406.72,False,1.0
medium,478,233,111374,2.051502145922747,1406.72,1406.72,False,1.0
medium,478,236,112808,2.0254237288135593,1406.72,1406.72,False,1.0
medium,478,235,112330,2.0340425531914894,1406.72,1406.72,False,1.0
medium,477,230,109710,2.0739130434782607,1406.72,1406.72,False,1.0
medium,477,233,111141,2.0472103004291844,1406.72,1406.72,False,1.0
medium,477,227,108279,2.101321585903084,1406.72,1406.72,False,1.0
medium,477,238,113526,2.004201680672269,1406.72,1406.72,False,1.0
medium,477,233,111141,2.0472103004291844,1406.72,1406.72,False,1.0
medium,476,223,106148,2.1345291479820627,1406.72,1406.72,False,1.0
medium,476,222,105672,2.144144144144144,1406.72,1406.72,False,1.0
medium,476,233,110908,2.0429184549356223,1406.72,1406.72,False,1.0
medium,476,236,112336,2.016949152542373,1406.72,1406.72,False,1.0
medium,476,236,112336,2.016949152542373,1406.72,1406.72,False,1.0
medium,476,223,106148,2.1345291479820627,1406.72,1406.72,False,1.0
medium,476,227,108052,2.0969162995594712,1406.72,1406.72,False,1.0
medium,476,236,112336,2.016949152542373,1406.72,1406.72,False,1.0
medium,475,226,107350,2.101769911504425,1406.72,1406.72,False,1.0
medium,475,235,111625,2.021276595744681,1406.72,1406.72,False,1.0
medium,475,215,102125,2.2093023255813953,1406.72,1406.72,False,1.0
medium,475,226,107350,2.101769911504425,1406.72,1406.72,False,1.0
medium,475,212,100700,2.240566037735849,1406.72,1406.72,False,1.0
medium,475,212,100700,2.240566037735849,1406.72,1406.72,False,1.0
medium,474,231,109494,2.051948051948052,1406.72,1406.72,False,1.0
medium,474,225,106650,2.1066666666666665,1406.72,1406.72,False,1.0
medium,474,234,110916,2.0256410256410255,1406.72,1406.72,False,1.0
medium,474,213,100962,2.2253521126760565,1406.72,1406.72,False,1.0
medium,474,230,109020,2.0608695652173914,1406.72,1406.72,False,1.0
medium,474,236,111864,2.0084745762711864,1406.72,1406.72,False,1.0
medium,474,230,109020,2.0608695652173914,1406.72,1406.72,False,1.0
